Chr	width	gene_id	gene_name	gene_type	type	GENEID
chr9	122564	ENSMUSG00000036611	Eepd1	protein_coding	gene	ENSMUSG00000036611
chr9	4338	ENSMUSG00000110866	Gm48362	lncRNA	gene	ENSMUSG00000110866
chr9	4795	ENSMUSG00000111240	Gm39312	lncRNA	gene	ENSMUSG00000111240
chr9	30469	ENSMUSG00000111066	Gm30313	lncRNA	gene	ENSMUSG00000111066
chr9	12024	ENSMUSG00000110901	Gm48393	lncRNA	gene	ENSMUSG00000110901
chr9	29374	ENSMUSG00000045994	B3gat1	protein_coding	gene	ENSMUSG00000045994
chr9	43425	ENSMUSG00000036395	Glb1l2	protein_coding	gene	ENSMUSG00000036395
chr9	42938	ENSMUSG00000031966	Glb1l3	protein_coding	gene	ENSMUSG00000031966
chr9	43545	ENSMUSG00000079644	Gm1110	protein_coding	gene	ENSMUSG00000079644
chr9	25432	ENSMUSG00000031969	Acad8	protein_coding	gene	ENSMUSG00000031969
chr9	7627	ENSMUSG00000035443	Thyn1	protein_coding	gene	ENSMUSG00000035443
chr9	22295	ENSMUSG00000031988	Vps26b	protein_coding	gene	ENSMUSG00000031988
chr9	65141	ENSMUSG00000035024	Ncapd3	protein_coding	gene	ENSMUSG00000035024
chr9	58038	ENSMUSG00000031990	Jam3	protein_coding	gene	ENSMUSG00000031990
chr9	3793	ENSMUSG00000111390	Gm48796	lncRNA	gene	ENSMUSG00000111390
chr9	3709	ENSMUSG00000110836	Gm48801	lncRNA	gene	ENSMUSG00000110836
chr9	2148	ENSMUSG00000111387	Gm48803	lncRNA	gene	ENSMUSG00000111387
chr9	58343	ENSMUSG00000034275	Igsf9b	protein_coding	gene	ENSMUSG00000034275
chr9	4986	ENSMUSG00000031991	Spata19	protein_coding	gene	ENSMUSG00000031991
chr9	1478	ENSMUSG00000111694	Gm48901	lncRNA	gene	ENSMUSG00000111694
chr9	9714	ENSMUSG00000110851	Gm48902	lncRNA	gene	ENSMUSG00000110851
chr9	1134636	ENSMUSG00000062257	Opcml	protein_coding	gene	ENSMUSG00000062257
chr9	1635	ENSMUSG00000087531	Gm15606	lncRNA	gene	ENSMUSG00000087531
chr9	160052	ENSMUSG00000110741	Gm48091	lncRNA	gene	ENSMUSG00000110741
chr9	968392	ENSMUSG00000059974	Ntm	protein_coding	gene	ENSMUSG00000059974
chr9	10401	ENSMUSG00000085449	Gm15520	lncRNA	gene	ENSMUSG00000085449
chr9	2027	ENSMUSG00000085638	Gm15521	lncRNA	gene	ENSMUSG00000085638
chr9	4307	ENSMUSG00000111304	Gm47677	lncRNA	gene	ENSMUSG00000111304
chr9	40997	ENSMUSG00000111109	Gm30933	lncRNA	gene	ENSMUSG00000111109
chr9	39626	ENSMUSG00000031993	Snx19	protein_coding	gene	ENSMUSG00000031993
chr9	6780	ENSMUSG00000111413	Gm47716	lncRNA	gene	ENSMUSG00000111413
chr9	60164	ENSMUSG00000111867	Gm31013	lncRNA	gene	ENSMUSG00000111867
chr9	23298	ENSMUSG00000033453	Adamts15	protein_coding	gene	ENSMUSG00000033453
chr9	21277	ENSMUSG00000031994	Adamts8	protein_coding	gene	ENSMUSG00000031994
chr9	77119	ENSMUSG00000111673	Gm29724	lncRNA	gene	ENSMUSG00000111673
chr9	1338	ENSMUSG00000120331	4930421P22Rik	lncRNA	gene	ENSMUSG00000120331
chr9	45242	ENSMUSG00000047412	Zbtb44	protein_coding	gene	ENSMUSG00000047412
chr9	1859	ENSMUSG00000097701	Gm17508	lncRNA	gene	ENSMUSG00000097701
chr9	42452	ENSMUSG00000031995	St14	protein_coding	gene	ENSMUSG00000031995
chr9	62259	ENSMUSG00000031996	Aplp2	protein_coding	gene	ENSMUSG00000031996
chr9	2972	ENSMUSG00000111246	4930517E14Rik	lncRNA	gene	ENSMUSG00000111246
chr9	101186	ENSMUSG00000042496	Prdm10	protein_coding	gene	ENSMUSG00000042496
chr9	35142	ENSMUSG00000042185	Nfrkb	protein_coding	gene	ENSMUSG00000042185
chr9	38267	ENSMUSG00000041737	Tmem45b	protein_coding	gene	ENSMUSG00000041737
chr9	51904	ENSMUSG00000111655	4930434F21Rik	lncRNA	gene	ENSMUSG00000111655
chr9	20026	ENSMUSG00000111853	Gm31408	lncRNA	gene	ENSMUSG00000111853
chr9	1219	ENSMUSG00000110853	Gm47436	lncRNA	gene	ENSMUSG00000110853
chr9	67419	ENSMUSG00000032033	Barx2	protein_coding	gene	ENSMUSG00000032033
chr9	5206	ENSMUSG00000110813	Gm31497	lncRNA	gene	ENSMUSG00000110813
chr9	58443	ENSMUSG00000111771	Gm47465	lncRNA	gene	ENSMUSG00000111771
chr9	152311	ENSMUSG00000041444	Arhgap32	protein_coding	gene	ENSMUSG00000041444
chr9	29644	ENSMUSG00000032034	Kcnj5	protein_coding	gene	ENSMUSG00000032034
chr9	13057	ENSMUSG00000111056	Gm39317	lncRNA	gene	ENSMUSG00000111056
chr9	26705	ENSMUSG00000041248	Kcnj1	protein_coding	gene	ENSMUSG00000041248
chr9	120658	ENSMUSG00000016087	Fli1	protein_coding	gene	ENSMUSG00000016087
chr9	8546	ENSMUSG00000098645	Gm27201	lncRNA	gene	ENSMUSG00000098645
chr9	16106	ENSMUSG00000110844	Gm47680	lncRNA	gene	ENSMUSG00000110844
chr9	121600	ENSMUSG00000032035	Ets1	protein_coding	gene	ENSMUSG00000032035
chr9	1520	ENSMUSG00000098843	Gm27240	lncRNA	gene	ENSMUSG00000098843
chr9	20371	ENSMUSG00000099148	Gm3331	lncRNA	gene	ENSMUSG00000099148
chr9	24030	ENSMUSG00000099025	Gm27162	lncRNA	gene	ENSMUSG00000099025
chr9	59009	ENSMUSG00000098519	Gm27166	lncRNA	gene	ENSMUSG00000098519
chr9	111225	ENSMUSG00000111645	Gm32171	lncRNA	gene	ENSMUSG00000111645
chr9	12560	ENSMUSG00000111467	Gm47775	lncRNA	gene	ENSMUSG00000111467
chr9	9832	ENSMUSG00000111878	Gm47777	lncRNA	gene	ENSMUSG00000111878
chr9	3104	ENSMUSG00000111276	Gm47778	lncRNA	gene	ENSMUSG00000111276
chr9	2817	ENSMUSG00000111265	Gm47784	lncRNA	gene	ENSMUSG00000111265
chr9	19533	ENSMUSG00000110771	Gm47785	lncRNA	gene	ENSMUSG00000110771
chr9	64864	ENSMUSG00000098358	Gm27164	lncRNA	gene	ENSMUSG00000098358
chr9	16651	ENSMUSG00000098758	7630403G23Rik	lncRNA	gene	ENSMUSG00000098758
chr9	17876	ENSMUSG00000110925	Gm47858	lncRNA	gene	ENSMUSG00000110925
chr9	550823	ENSMUSG00000032036	Kirrel3	protein_coding	gene	ENSMUSG00000032036
chr9	11277	ENSMUSG00000053889	Kirrel3os	lncRNA	gene	ENSMUSG00000053889
chr9	72693	ENSMUSG00000032038	St3gal4	protein_coding	gene	ENSMUSG00000032038
chr9	14195	ENSMUSG00000070315	4930581F22Rik	lncRNA	gene	ENSMUSG00000070315
chr9	51654	ENSMUSG00000032040	Dcps	protein_coding	gene	ENSMUSG00000032040
chr9	15741	ENSMUSG00000032041	Tirap	protein_coding	gene	ENSMUSG00000032041
chr9	5155	ENSMUSG00000110774	Gm39318	lncRNA	gene	ENSMUSG00000110774
chr9	47799	ENSMUSG00000032042	Srpr	protein_coding	gene	ENSMUSG00000032042
chr9	6850	ENSMUSG00000039048	Foxred1	protein_coding	gene	ENSMUSG00000039048
chr9	50841	ENSMUSG00000050471	Fam118b	protein_coding	gene	ENSMUSG00000050471
chr9	9867	ENSMUSG00000032044	Rpusd4	protein_coding	gene	ENSMUSG00000032044
chr9	4319	ENSMUSG00000111746	4933422A05Rik	lncRNA	gene	ENSMUSG00000111746
chr9	5878	ENSMUSG00000111059	Gm33838	lncRNA	gene	ENSMUSG00000111059
chr9	86525	ENSMUSG00000038119	Cdon	protein_coding	gene	ENSMUSG00000038119
chr9	9048	ENSMUSG00000098590	Gm1113	protein_coding	gene	ENSMUSG00000098590
chr9	21882	ENSMUSG00000032101	Ddx25	protein_coding	gene	ENSMUSG00000032101
chr9	8807	ENSMUSG00000032103	Pus3	protein_coding	gene	ENSMUSG00000032103
chr9	9579	ENSMUSG00000050555	Hyls1	protein_coding	gene	ENSMUSG00000050555
chr9	120035	ENSMUSG00000074452	Pate2	protein_coding	gene	ENSMUSG00000074452
chr9	4849	ENSMUSG00000032099	Pate4	protein_coding	gene	ENSMUSG00000032099
chr9	3090	ENSMUSG00000094995	Pate3	protein_coding	gene	ENSMUSG00000094995
chr9	2312	ENSMUSG00000091215	Pate1	protein_coding	gene	ENSMUSG00000091215
chr9	1204	ENSMUSG00000091174	Pate10	protein_coding	gene	ENSMUSG00000091174
chr9	1586	ENSMUSG00000090738	Pate7	protein_coding	gene	ENSMUSG00000090738
chr9	2063	ENSMUSG00000032108	Pate6	protein_coding	gene	ENSMUSG00000032108
chr9	5822	ENSMUSG00000047980	Pate5	protein_coding	gene	ENSMUSG00000047980
chr9	1874	ENSMUSG00000098705	Gm3428	lncRNA	gene	ENSMUSG00000098705
chr9	2374	ENSMUSG00000078934	Pate13	protein_coding	gene	ENSMUSG00000078934
chr9	50872	ENSMUSG00000099201	Gm27187	lncRNA	gene	ENSMUSG00000099201
chr9	8960	ENSMUSG00000091411	Gm5916	protein_coding	gene	ENSMUSG00000091411
chr9	1385	ENSMUSG00000098390	Gm3434	lncRNA	gene	ENSMUSG00000098390
chr9	3055	ENSMUSG00000023093	Pate12	protein_coding	gene	ENSMUSG00000023093
chr9	1549	ENSMUSG00000090710	Pate11	protein_coding	gene	ENSMUSG00000090710
chr9	9567	ENSMUSG00000074448	Pate9	protein_coding	gene	ENSMUSG00000074448
chr9	1358	ENSMUSG00000091248	Pate8	protein_coding	gene	ENSMUSG00000091248
chr9	7623	ENSMUSG00000070313	Pate14	protein_coding	gene	ENSMUSG00000070313
chr9	24334	ENSMUSG00000098304	1700027I24Rik	lncRNA	gene	ENSMUSG00000098304
chr9	5624	ENSMUSG00000032110	Acrv1	protein_coding	gene	ENSMUSG00000032110
chr9	18584	ENSMUSG00000032113	Chek1	protein_coding	gene	ENSMUSG00000032113
chr9	38336	ENSMUSG00000032116	Stt3a	protein_coding	gene	ENSMUSG00000032116
chr9	14817	ENSMUSG00000096993	Gm26787	lncRNA	gene	ENSMUSG00000096993
chr9	18235	ENSMUSG00000062762	Ei24	protein_coding	gene	ENSMUSG00000062762
chr9	57061	ENSMUSG00000032118	Fez1	protein_coding	gene	ENSMUSG00000032118
chr9	256426	ENSMUSG00000035934	Pknox2	protein_coding	gene	ENSMUSG00000035934
chr9	4914	ENSMUSG00000093721	Gm3896	lncRNA	gene	ENSMUSG00000093721
chr9	1409	ENSMUSG00000110722	Gm48716	lncRNA	gene	ENSMUSG00000110722
chr9	16478	ENSMUSG00000032121	Tmem218	protein_coding	gene	ENSMUSG00000032121
chr9	28154	ENSMUSG00000032122	Slc37a2	protein_coding	gene	ENSMUSG00000032122
chr9	652	ENSMUSG00000111797	Gm48081	lncRNA	gene	ENSMUSG00000111797
chr9	567	ENSMUSG00000111439	Gm47633	lncRNA	gene	ENSMUSG00000111439
chr9	72598	ENSMUSG00000034303	Ccdc15	protein_coding	gene	ENSMUSG00000034303
chr9	12301	ENSMUSG00000111748	Gm34885	lncRNA	gene	ENSMUSG00000111748
chr9	19225	ENSMUSG00000046240	Hepacam	protein_coding	gene	ENSMUSG00000046240
chr9	13219	ENSMUSG00000032125	Robo4	protein_coding	gene	ENSMUSG00000032125
chr9	17578	ENSMUSG00000032128	Robo3	protein_coding	gene	ENSMUSG00000032128
chr9	35605	ENSMUSG00000042138	Msantd2	protein_coding	gene	ENSMUSG00000042138
chr9	10242	ENSMUSG00000001946	Esam	protein_coding	gene	ENSMUSG00000001946
chr9	4951	ENSMUSG00000001943	Vsig2	protein_coding	gene	ENSMUSG00000001943
chr9	8413	ENSMUSG00000053310	Nrgn	protein_coding	gene	ENSMUSG00000053310
chr9	926	ENSMUSG00000120926	Gm57038	lncRNA	gene	ENSMUSG00000120926
chr9	93958	ENSMUSG00000001942	Siae	protein_coding	gene	ENSMUSG00000001942
chr9	10433	ENSMUSG00000001948	Spa17	protein_coding	gene	ENSMUSG00000001948
chr9	8550	ENSMUSG00000011114	Tbrg1	protein_coding	gene	ENSMUSG00000011114
chr9	9334	ENSMUSG00000011118	Panx3	protein_coding	gene	ENSMUSG00000011118
chr9	7287	ENSMUSG00000061165	Or8a1b	protein_coding	gene	ENSMUSG00000061165
chr9	1128	ENSMUSG00000110526	Or8a1	protein_coding	gene	ENSMUSG00000110526
chr9	3489	ENSMUSG00000063350	Or8b12	protein_coding	gene	ENSMUSG00000063350
chr9	2603	ENSMUSG00000058628	Or8b12b	protein_coding	gene	ENSMUSG00000058628
chr9	5114	ENSMUSG00000066750	Or8b12c	protein_coding	gene	ENSMUSG00000066750
chr9	3052	ENSMUSG00000066749	Or8b9	protein_coding	gene	ENSMUSG00000066749
chr9	6796	ENSMUSG00000066748	Or8b8	protein_coding	gene	ENSMUSG00000066748
chr9	4635	ENSMUSG00000066747	Or8b4	protein_coding	gene	ENSMUSG00000066747
chr9	4584	ENSMUSG00000060583	Or8b35	protein_coding	gene	ENSMUSG00000060583
chr9	930	ENSMUSG00000094461	Or8b36	protein_coding	gene	ENSMUSG00000094461
chr9	3583	ENSMUSG00000095893	Or8b37	protein_coding	gene	ENSMUSG00000095893
chr9	930	ENSMUSG00000096424	Or8b38	protein_coding	gene	ENSMUSG00000096424
chr9	6666	ENSMUSG00000096167	Or8b39	protein_coding	gene	ENSMUSG00000096167
chr9	3254	ENSMUSG00000095527	Or8b101	protein_coding	gene	ENSMUSG00000095527
chr9	6048	ENSMUSG00000096356	Or8b40	protein_coding	gene	ENSMUSG00000096356
chr9	5859	ENSMUSG00000096409	Or8b41	protein_coding	gene	ENSMUSG00000096409
chr9	951	ENSMUSG00000045528	Or8c13	protein_coding	gene	ENSMUSG00000045528
chr9	932	ENSMUSG00000110431	Or8c14-ps1	protein_coding	gene	ENSMUSG00000110431
chr9	3234	ENSMUSG00000093901	Or8c15	protein_coding	gene	ENSMUSG00000093901
chr9	3652	ENSMUSG00000070311	Or8c16	protein_coding	gene	ENSMUSG00000070311
chr9	3776	ENSMUSG00000094778	Or8c8	protein_coding	gene	ENSMUSG00000094778
chr9	1885	ENSMUSG00000096427	Or8c17	protein_coding	gene	ENSMUSG00000096427
chr9	3359	ENSMUSG00000111814	Or8c18	protein_coding	gene	ENSMUSG00000111814
chr9	935	ENSMUSG00000110881	Or8c19-ps1	protein_coding	gene	ENSMUSG00000110881
chr9	6830	ENSMUSG00000058270	Or8c9	protein_coding	gene	ENSMUSG00000058270
chr9	4509	ENSMUSG00000094588	Or8c20	protein_coding	gene	ENSMUSG00000094588
chr9	4460	ENSMUSG00000049864	Or8c10	protein_coding	gene	ENSMUSG00000049864
chr9	5389	ENSMUSG00000096757	Or8c11	protein_coding	gene	ENSMUSG00000096757
chr9	6300	ENSMUSG00000049098	Or8b3	protein_coding	gene	ENSMUSG00000049098
chr9	3228	ENSMUSG00000052058	Or8b42	protein_coding	gene	ENSMUSG00000052058
chr9	2925	ENSMUSG00000049334	Or8b43	protein_coding	gene	ENSMUSG00000049334
chr9	5852	ENSMUSG00000094380	Or8b1b	protein_coding	gene	ENSMUSG00000094380
chr9	5907	ENSMUSG00000096794	Or8b1c	protein_coding	gene	ENSMUSG00000096794
chr9	4476	ENSMUSG00000039962	Or8b1	protein_coding	gene	ENSMUSG00000039962
chr9	4082	ENSMUSG00000094810	Or8b44	protein_coding	gene	ENSMUSG00000094810
chr9	932	ENSMUSG00000110991	Olfr908	protein_coding	gene	ENSMUSG00000110991
chr9	5554	ENSMUSG00000062621	Or8b47	protein_coding	gene	ENSMUSG00000062621
chr9	2972	ENSMUSG00000060114	Or8b46	protein_coding	gene	ENSMUSG00000060114
chr9	6699	ENSMUSG00000111448	Or8b48	protein_coding	gene	ENSMUSG00000111448
chr9	3525	ENSMUSG00000059189	Or8b49	protein_coding	gene	ENSMUSG00000059189
chr9	5877	ENSMUSG00000047050	Or8b50	protein_coding	gene	ENSMUSG00000047050
chr9	933	ENSMUSG00000057444	Or8b1d	protein_coding	gene	ENSMUSG00000057444
chr9	4824	ENSMUSG00000094701	Or8b51	protein_coding	gene	ENSMUSG00000094701
chr9	930	ENSMUSG00000063225	Or8b52	protein_coding	gene	ENSMUSG00000063225
chr9	4741	ENSMUSG00000046150	Or8b3b	protein_coding	gene	ENSMUSG00000046150
chr9	6870	ENSMUSG00000056961	Or8g51	protein_coding	gene	ENSMUSG00000056961
chr9	25070	ENSMUSG00000023186	Vwa5a	protein_coding	gene	ENSMUSG00000023186
chr9	7819	ENSMUSG00000061039	Or8b53	protein_coding	gene	ENSMUSG00000061039
chr9	5954	ENSMUSG00000049926	Or8b54	protein_coding	gene	ENSMUSG00000049926
chr9	4582	ENSMUSG00000043911	Or8b55	protein_coding	gene	ENSMUSG00000043911
chr9	3756	ENSMUSG00000044798	Or8b56	protein_coding	gene	ENSMUSG00000044798
chr9	7047	ENSMUSG00000062103	Or8d2	protein_coding	gene	ENSMUSG00000062103
chr9	931	ENSMUSG00000047667	Or8d1	protein_coding	gene	ENSMUSG00000047667
chr9	1051	ENSMUSG00000064333	Or8d2b	protein_coding	gene	ENSMUSG00000064333
chr9	1588	ENSMUSG00000063221	Or8d23	protein_coding	gene	ENSMUSG00000063221
chr9	7549	ENSMUSG00000058515	Or8d1b	protein_coding	gene	ENSMUSG00000058515
chr9	7290	ENSMUSG00000057424	Or10d1c	protein_coding	gene	ENSMUSG00000057424
chr9	5713	ENSMUSG00000059595	Or8g21	protein_coding	gene	ENSMUSG00000059595
chr9	5305	ENSMUSG00000058820	Or8g17	protein_coding	gene	ENSMUSG00000058820
chr9	937	ENSMUSG00000095194	Or8g22	protein_coding	gene	ENSMUSG00000095194
chr9	6101	ENSMUSG00000094182	Or8g23	protein_coding	gene	ENSMUSG00000094182
chr9	1190	ENSMUSG00000048501	Or8g24	protein_coding	gene	ENSMUSG00000048501
chr9	16942	ENSMUSG00000049708	Or8g19	protein_coding	gene	ENSMUSG00000049708
chr9	26047	ENSMUSG00000094970	Or8g26	protein_coding	gene	ENSMUSG00000094970
chr9	16502	ENSMUSG00000096555	Or8g27	protein_coding	gene	ENSMUSG00000096555
chr9	15583	ENSMUSG00000096109	Or8g18	protein_coding	gene	ENSMUSG00000096109
chr9	19950	ENSMUSG00000063380	Or8g28	protein_coding	gene	ENSMUSG00000063380
chr9	11736	ENSMUSG00000111190	Or8g29-ps1	protein_coding	gene	ENSMUSG00000111190
chr9	10334	ENSMUSG00000057349	Or8g30	protein_coding	gene	ENSMUSG00000057349
chr9	949	ENSMUSG00000110780	Or8g31-ps1	protein_coding	gene	ENSMUSG00000110780
chr9	8224	ENSMUSG00000094269	Or8g32	protein_coding	gene	ENSMUSG00000094269
chr9	1056	ENSMUSG00000058856	Or8g33	protein_coding	gene	ENSMUSG00000058856
chr9	7925	ENSMUSG00000094745	Or8g34	protein_coding	gene	ENSMUSG00000094745
chr9	6144	ENSMUSG00000063176	Or8g35	protein_coding	gene	ENSMUSG00000063176
chr9	12210	ENSMUSG00000062649	Or8g20	protein_coding	gene	ENSMUSG00000062649
chr9	5576	ENSMUSG00000095322	Or8g36	protein_coding	gene	ENSMUSG00000095322
chr9	6097	ENSMUSG00000050853	Or10d3	protein_coding	gene	ENSMUSG00000050853
chr9	6187	ENSMUSG00000059366	Or10d1	protein_coding	gene	ENSMUSG00000059366
chr9	17008	ENSMUSG00000038112	AW551984	protein_coding	gene	ENSMUSG00000038112
chr9	5273	ENSMUSG00000048299	Or10n1	protein_coding	gene	ENSMUSG00000048299
chr9	2833	ENSMUSG00000059867	Or10d4b	protein_coding	gene	ENSMUSG00000059867
chr9	4472	ENSMUSG00000059106	Or10d4c	protein_coding	gene	ENSMUSG00000059106
chr9	3579	ENSMUSG00000064110	Or10d4	protein_coding	gene	ENSMUSG00000064110
chr9	914	ENSMUSG00000111660	Or10n7-ps1	protein_coding	gene	ENSMUSG00000111660
chr9	6600	ENSMUSG00000062121	Or10d1b	protein_coding	gene	ENSMUSG00000062121
chr9	9262	ENSMUSG00000095839	Or8g52	protein_coding	gene	ENSMUSG00000095839
chr9	7479	ENSMUSG00000094353	Or8g50	protein_coding	gene	ENSMUSG00000094353
chr9	5245	ENSMUSG00000055820	Or8g4	protein_coding	gene	ENSMUSG00000055820
chr9	14478	ENSMUSG00000095903	Or8g53	protein_coding	gene	ENSMUSG00000095903
chr9	5691	ENSMUSG00000094254	Or8g54	protein_coding	gene	ENSMUSG00000094254
chr9	12138	ENSMUSG00000095774	Or8g37	protein_coding	gene	ENSMUSG00000095774
chr9	4406	ENSMUSG00000093934	Or8g2b	protein_coding	gene	ENSMUSG00000093934
chr9	8230	ENSMUSG00000094449	Or8g55	protein_coding	gene	ENSMUSG00000094449
chr9	5397	ENSMUSG00000095390	Or8g2	protein_coding	gene	ENSMUSG00000095390
chr9	7670	ENSMUSG00000051493	Or8d6	protein_coding	gene	ENSMUSG00000051493
chr9	3916	ENSMUSG00000043331	Or10d5	protein_coding	gene	ENSMUSG00000043331
chr9	6995	ENSMUSG00000047352	Or10d5j	protein_coding	gene	ENSMUSG00000047352
chr9	943	ENSMUSG00000111073	Or10d5b	protein_coding	gene	ENSMUSG00000111073
chr9	2983	ENSMUSG00000044292	Or10g7	protein_coding	gene	ENSMUSG00000044292
chr9	5463	ENSMUSG00000059473	Or10g9	protein_coding	gene	ENSMUSG00000059473
chr9	5235	ENSMUSG00000060254	Or10g9b	protein_coding	gene	ENSMUSG00000060254
chr9	8914	ENSMUSG00000046678	Or10g6	protein_coding	gene	ENSMUSG00000046678
chr9	5576	ENSMUSG00000049010	Or10s1	protein_coding	gene	ENSMUSG00000049010
chr9	6688	ENSMUSG00000044205	Or8b57	protein_coding	gene	ENSMUSG00000044205
chr9	17692	ENSMUSG00000045812	Or4d5	protein_coding	gene	ENSMUSG00000045812
chr9	3877	ENSMUSG00000049073	Or8d4	protein_coding	gene	ENSMUSG00000049073
chr9	2753	ENSMUSG00000040541	Tmem225	protein_coding	gene	ENSMUSG00000040541
chr9	9215	ENSMUSG00000051095	Or6x1	protein_coding	gene	ENSMUSG00000051095
chr9	21289	ENSMUSG00000025602	Zfp202	protein_coding	gene	ENSMUSG00000025602
chr9	22402	ENSMUSG00000049281	Scn3b	protein_coding	gene	ENSMUSG00000049281
chr9	238151	ENSMUSG00000040111	Gramd1b	protein_coding	gene	ENSMUSG00000040111
chr9	20139	ENSMUSG00000087047	1700110K17Rik	lncRNA	gene	ENSMUSG00000087047
chr9	486	ENSMUSG00000111323	Gm48129	lncRNA	gene	ENSMUSG00000111323
chr9	631	ENSMUSG00000111271	Gm48127	lncRNA	gene	ENSMUSG00000111271
chr9	2466	ENSMUSG00000097205	Gm17540	lncRNA	gene	ENSMUSG00000097205
chr9	14034	ENSMUSG00000110922	Gm35177	lncRNA	gene	ENSMUSG00000110922
chr9	5844	ENSMUSG00000111858	Gm48277	lncRNA	gene	ENSMUSG00000111858
chr9	9971	ENSMUSG00000111504	Gm48284	lncRNA	gene	ENSMUSG00000111504
chr9	1148	ENSMUSG00000110992	Gm35371	lncRNA	gene	ENSMUSG00000110992
chr9	99358	ENSMUSG00000032024	Clmp	protein_coding	gene	ENSMUSG00000032024
chr9	4877	ENSMUSG00000111794	Gm48294	lncRNA	gene	ENSMUSG00000111794
chr9	1081	ENSMUSG00000086014	Gm16095	lncRNA	gene	ENSMUSG00000086014
chr9	15393	ENSMUSG00000111189	Gm48293	lncRNA	gene	ENSMUSG00000111189
chr9	3440	ENSMUSG00000087135	Gm16096	lncRNA	gene	ENSMUSG00000087135
chr9	525	ENSMUSG00000120980	Gm57042	lncRNA	gene	ENSMUSG00000120980
chr9	9104	ENSMUSG00000015656	Hspa8	protein_coding	gene	ENSMUSG00000015656
chr9	5931	ENSMUSG00000054360	Bsx	protein_coding	gene	ENSMUSG00000054360
chr9	69270	ENSMUSG00000032023	Jhy	protein_coding	gene	ENSMUSG00000032023
chr9	34938	ENSMUSG00000032021	Crtam	protein_coding	gene	ENSMUSG00000032021
chr9	150600	ENSMUSG00000032020	Ubash3b	protein_coding	gene	ENSMUSG00000032020
chr9	29439	ENSMUSG00000110747	Gm35657	lncRNA	gene	ENSMUSG00000110747
chr9	25545	ENSMUSG00000100837	1700063D05Rik	lncRNA	gene	ENSMUSG00000100837
chr9	389918	ENSMUSG00000074415	Mir100hg	lncRNA	gene	ENSMUSG00000074415
chr9	126714	ENSMUSG00000111593	Gm48742	lncRNA	gene	ENSMUSG00000111593
chr9	7754	ENSMUSG00000111854	Gm48740	lncRNA	gene	ENSMUSG00000111854
chr9	376	ENSMUSG00000100158	Gm28119	lncRNA	gene	ENSMUSG00000100158
chr9	15891	ENSMUSG00000110727	Gm48784	lncRNA	gene	ENSMUSG00000110727
chr9	57252	ENSMUSG00000110862	Gm35835	lncRNA	gene	ENSMUSG00000110862
chr9	73104	ENSMUSG00000111511	6720432D03Rik	lncRNA	gene	ENSMUSG00000111511
chr9	33007	ENSMUSG00000110981	Gm35940	lncRNA	gene	ENSMUSG00000110981
chr9	3083	ENSMUSG00000111156	Gm48814	lncRNA	gene	ENSMUSG00000111156
chr9	4093	ENSMUSG00000111726	Gm40513	lncRNA	gene	ENSMUSG00000111726
chr9	159578	ENSMUSG00000049313	Sorl1	protein_coding	gene	ENSMUSG00000049313
chr9	11499	ENSMUSG00000086360	Gm16214	lncRNA	gene	ENSMUSG00000086360
chr9	4530	ENSMUSG00000111167	Gm39321	lncRNA	gene	ENSMUSG00000111167
chr9	32640	ENSMUSG00000111767	4930546K05Rik	lncRNA	gene	ENSMUSG00000111767
chr9	12662	ENSMUSG00000032018	Sc5d	protein_coding	gene	ENSMUSG00000032018
chr9	1994	ENSMUSG00000120111	Gm10690	lncRNA	gene	ENSMUSG00000120111
chr9	5115	ENSMUSG00000111074	Gm36435	lncRNA	gene	ENSMUSG00000111074
chr9	70311	ENSMUSG00000037705	Tecta	protein_coding	gene	ENSMUSG00000037705
chr9	5025	ENSMUSG00000110937	Gm47629	lncRNA	gene	ENSMUSG00000110937
chr9	95494	ENSMUSG00000037287	Tbcel	protein_coding	gene	ENSMUSG00000037287
chr9	31108	ENSMUSG00000087456	Gm16322	lncRNA	gene	ENSMUSG00000087456
chr9	426359	ENSMUSG00000032017	Grik4	protein_coding	gene	ENSMUSG00000032017
chr9	19060	ENSMUSG00000120815	Gm57043	lncRNA	gene	ENSMUSG00000120815
chr9	643	ENSMUSG00000110749	Gm47931	lncRNA	gene	ENSMUSG00000110749
chr9	143397	ENSMUSG00000059495	Arhgef12	protein_coding	gene	ENSMUSG00000059495
chr9	7921	ENSMUSG00000048503	Tlcd5	protein_coding	gene	ENSMUSG00000048503
chr9	86433	ENSMUSG00000032015	Pou2f3	protein_coding	gene	ENSMUSG00000032015
chr9	18677	ENSMUSG00000032014	Oaf	protein_coding	gene	ENSMUSG00000032014
chr9	36478	ENSMUSG00000095385	D630033O11Rik	lncRNA	gene	ENSMUSG00000095385
chr9	25268	ENSMUSG00000032013	Trim29	protein_coding	gene	ENSMUSG00000032013
chr9	22778	ENSMUSG00000110823	Gm36799	lncRNA	gene	ENSMUSG00000110823
chr9	5474	ENSMUSG00000111829	Gm47475	lncRNA	gene	ENSMUSG00000111829
chr9	896	ENSMUSG00000100836	Gm28215	lncRNA	gene	ENSMUSG00000100836
chr9	14454	ENSMUSG00000111110	Gm36855	lncRNA	gene	ENSMUSG00000111110
chr9	12627	ENSMUSG00000110988	Gm29909	lncRNA	gene	ENSMUSG00000110988
chr9	3076	ENSMUSG00000111400	Gm29961	lncRNA	gene	ENSMUSG00000111400
